PlanetID,HDName,Spec,d_pc,L_sol,M_sol,Rp_Rearth,sma_AU,P_yr,ecc,inc_rad,aop_rad,pan_rad,epp_yr,Mp_Mearth,albedo,HZ
HD 84737_47,HD 84737,G0(V),18.823,2.795,1.080,0.647,4.050,7.843,0.099,0.828,3.893,5.409,2029.499,0.185,0.319,False
HD 84737_48,HD 84737,G0(V),18.823,2.795,1.080,2.962,0.681,0.540,0.031,1.505,5.862,5.172,2034.485,18.777,0.388,False
HD 84737_49,HD 84737,G0(V),18.823,2.795,1.080,2.636,2.569,3.962,0.065,1.570,6.163,3.386,2032.583,8.543,0.331,True
HD 84737_50,HD 84737,G0(V),18.823,2.795,1.080,2.074,1.174,1.223,0.050,1.357,0.438,5.147,2034.688,3.006,0.473,False
HD 84737_51,HD 84737,G0(V),18.823,2.795,1.080,1.229,2.158,3.050,0.039,0.463,0.867,0.583,2033.093,2.744,0.326,True
HD 84737_52,HD 84737,G0(V),18.823,2.795,1.080,1.168,1.821,2.364,0.047,0.868,4.968,2.479,2034.242,2.944,0.409,True
HD 86728 A_0,HD 86728 A,G4IV,14.926,1.378,1.000,1.002,1.162,1.253,0.070,1.504,0.397,0.309,2034.528,0.753,0.322,True
HD 86728 A_1,HD 86728 A,G4IV,14.926,1.378,1.000,1.045,0.099,0.031,0.055,0.936,6.087,0.965,2034.981,1.805,0.414,False
HD 86728 A_2,HD 86728 A,G4IV,14.926,1.378,1.000,1.542,2.907,4.958,0.123,1.341,1.952,0.398,2034.801,7.481,0.386,False
HD 86728 A_3,HD 86728 A,G4IV,14.926,1.378,1.000,2.875,0.697,0.582,0.097,0.879,1.190,1.226,2034.731,5.644,0.359,False
HD 86728 A_4,HD 86728 A,G4IV,14.926,1.378,1.000,2.914,3.595,6.816,0.057,1.520,1.797,3.572,2031.440,24.788,0.357,False
HD 86728 A_5,HD 86728 A,G4IV,14.926,1.378,1.000,0.970,0.827,0.753,0.052,0.193,6.059,5.733,2034.839,0.713,0.365,False
HD 86728 A_6,HD 86728 A,G4IV,14.926,1.378,1.000,0.867,1.601,2.026,0.073,1.083,0.592,3.375,2034.717,0.394,0.334,True
HD 86728 A_7,HD 86728 A,G4IV,14.926,1.378,1.000,1.084,0.534,0.390,0.046,0.458,5.449,3.933,2034.927,0.785,0.389,False
HD 86728 A_8,HD 86728 A,G4IV,14.926,1.378,1.000,1.355,0.302,0.166,0.020,1.075,4.448,1.268,2034.943,5.762,0.344,False
HD 86728 A_9,HD 86728 A,G4IV,14.926,1.378,1.000,1.106,2.826,4.751,0.057,1.510,5.215,5.030,2034.540,1.102,0.306,False
HD 86728 A_10,HD 86728 A,G4IV,14.926,1.378,1.000,1.623,1.289,1.464,0.046,0.606,6.132,3.882,2033.613,2.872,0.303,True
HD 86728 A_11,HD 86728 A,G4IV,14.926,1.378,1.000,1.320,1.466,1.775,0.099,0.866,5.291,5.430,2034.281,2.453,0.376,True
HD 86728 A_12,HD 86728 A,G4IV,14.926,1.378,1.000,0.854,4.325,8.994,0.089,0.673,5.927,5.962,2027.724,0.615,0.446,False
HD 86728 A_13,HD 86728 A,G4IV,14.926,1.378,1.000,0.893,4.308,8.943,0.044,1.128,0.798,2.186,2026.286,0.421,0.375,False
HD 86728 A_14,HD 86728 A,G4IV,14.926,1.378,1.000,0.948,3.414,6.308,0.122,0.879,5.000,0.569,2034.491,1.238,0.361,False
HD 86728 A_15,HD 86728 A,G4IV,14.926,1.378,1.000,0.578,0.352,0.209,0.078,0.543,3.429,1.420,2034.864,0.178,0.381,False
HD 86728 A_16,HD 86728 A,G4IV,14.926,1.378,1.000,0.652,1.747,2.309,0.150,0.888,3.415,2.751,2032.988,0.211,0.432,True
HD 86728 A_17,HD 86728 A,G4IV,14.926,1.378,1.000,1.852,3.590,6.802,0.105,1.216,5.648,5.942,2030.686,16.041,0.407,False
HD 86728 A_18,HD 86728 A,G4IV,14.926,1.378,1.000,0.966,0.832,0.759,0.131,0.847,6.106,2.377,2034.674,0.919,0.378,False
HD 86728 A_19,HD 86728 A,G4IV,14.926,1.378,1.000,0.708,0.208,0.095,0.154,0.834,4.429,4.843,2034.959,1.689,0.346,False
HD 86728 A_20,HD 86728 A,G4IV,14.926,1.378,1.000,1.341,3.080,5.406,0.062,0.282,3.034,3.396,2034.806,3.006,0.422,False
HD 86728 A_21,HD 86728 A,G4IV,14.926,1.378,1.000,1.981,1.227,1.360,0.091,1.191,2.868,1.149,2034.273,5.282,0.388,True
HD 86728 A_22,HD 86728 A,G4IV,14.926,1.378,1.000,0.763,1.598,2.020,0.036,1.132,2.427,2.015,2032.993,0.277,0.444,True
HD 86728 A_23,HD 86728 A,G4IV,14.926,1.378,1.000,2.306,4.475,9.467,0.046,0.623,2.272,4.104,2025.924,11.514,0.600,False
HD 86728 A_24,HD 86728 A,G4IV,14.926,1.378,1.000,2.880,1.814,2.443,0.041,1.041,2.460,4.228,2034.901,8.650,0.376,True
HD 86728 A_25,HD 86728 A,G4IV,14.926,1.378,1.000,1.436,1.006,1.010,0.068,0.743,0.564,2.732,2034.287,2.044,0.306,True
HD 86728 A_26,HD 86728 A,G4IV,14.926,1.378,1.000,1.657,0.817,0.739,0.096,1.093,0.487,1.437,2034.777,1.882,0.299,False
HD 86728 A_27,HD 86728 A,G4IV,14.926,1.378,1.000,0.539,0.980,0.970,0.079,1.354,4.900,4.536,2034.124,0.109,0.450,True
HD 86728 A_28,HD 86728 A,G4IV,14.926,1.378,1.000,3.000,0.233,0.113,0.015,0.730,2.803,1.061,2034.995,10.000,0.496,False
HD 86728 A_29,HD 86728 A,G4IV,14.926,1.378,1.000,0.972,2.964,5.104,0.042,1.439,5.848,5.885,2030.223,1.049,0.453,False
HD 86728 A_30,HD 86728 A,G4IV,14.926,1.378,1.000,2.856,3.278,5.934,0.096,1.371,3.847,1.181,2030.031,18.015,0.301,False
HD 86728 A_31,HD 86728 A,G4IV,14.926,1.378,1.000,1.385,0.569,0.430,0.087,0.893,0.221,0.674,2034.950,0.585,0.358,False
HD 86728 A_32,HD 86728 A,G4IV,14.926,1.378,1.000,0.500,0.621,0.489,0.049,0.727,0.990,3.127,2034.971,0.109,0.348,False
HD 86728 A_33,HD 86728 A,G4IV,14.926,1.378,1.000,0.527,3.560,6.717,0.052,0.463,1.293,3.264,2029.393,0.053,0.440,False
HD 86728 A_34,HD 86728 A,G4IV,14.926,1.378,1.000,1.696,0.117,0.040,0.106,1.295,6.131,3.193,2034.994,7.451,0.312,False
HD 86728 A_35,HD 86728 A,G4IV,14.926,1.378,1.000,1.341,1.393,1.645,0.074,1.460,1.374,2.744,2034.120,4.223,0.322,True
HD 86728 A_36,HD 86728 A,G4IV,14.926,1.378,1.000,0.517,1.154,1.240,0.082,0.298,3.241,6.251,2033.865,0.082,0.399,True
HD 86728 A_37,HD 86728 A,G4IV,14.926,1.378,1.000,1.932,2.280,3.443,0.065,1.416,5.882,3.055,2033.046,6.286,0.347,False
HD 86728 A_38,HD 86728 A,G4IV,14.926,1.378,1.000,2.436,0.307,0.170,0.101,1.372,6.140,3.003,2034.932,4.347,0.367,False
HD 86728 A_39,HD 86728 A,G4IV,14.926,1.378,1.000,1.181,2.151,3.155,0.129,1.275,1.485,2.650,2033.596,1.682,0.359,False
HD 88230_0,HD 88230,K7V,4.871,0.103,0.630,1.104,0.724,0.776,0.074,0.819,1.785,6.109,2034.504,2.193,0.384,False
HD 88230_1,HD 88230,K7V,4.871,0.103,0.630,0.565,2.793,5.881,0.042,1.497,4.950,5.673,2030.396,0.122,0.437,False
HD 88230_2,HD 88230,K7V,4.871,0.103,0.630,0.508,0.345,0.256,0.077,1.108,2.405,5.792,2034.946,0.067,0.372,True
HD 88230_3,HD 88230,K7V,4.871,0.103,0.630,1.138,0.084,0.031,0.100,1.149,6.157,2.087,2034.972,1.761,0.399,False
HD 88230_4,HD 88230,K7V,4.871,0.103,0.630,1.176,1.398,2.083,0.047,1.484,5.551,1.063,2033.228,2.148,0.264,False
HD 88230_5,HD 88230,K7V,4.871,0.103,0.630,0.999,3.931,9.819,0.126,1.347,1.893,1.331,2026.670,0.965,0.365,False
HD 88230_6,HD 88230,K7V,4.871,0.103,0.630,1.356,0.113,0.048,0.115,1.114,4.839,0.565,2034.989,2.305,0.325,False
HD 88230_7,HD 88230,K7V,4.871,0.103,0.630,1.314,0.336,0.246,0.111,0.733,2.117,0.755,2034.988,3.043,0.306,True
HD 88230_8,HD 88230,K7V,4.871,0.103,0.630,2.355,1.189,1.633,0.102,1.331,3.810,0.448,2033.584,9.515,0.323,False
HD 88230_9,HD 88230,K7V,4.871,0.103,0.630,0.592,2.634,5.387,0.089,0.592,4.137,6.219,2033.353,0.102,0.350,False
HD 88230_10,HD 88230,K7V,4.871,0.103,0.630,0.722,0.165,0.084,0.070,0.993,5.213,0.465,2034.948,0.245,0.413,False
HD 88230_11,HD 88230,K7V,4.871,0.103,0.630,2.145,0.773,0.856,0.090,0.707,0.154,0.833,2034.350,3.334,0.301,False
HD 88230_12,HD 88230,K7V,4.871,0.103,0.630,2.414,2.262,4.287,0.120,1.079,1.383,5.198,2034.450,5.834,0.369,False
HD 88230_13,HD 88230,K7V,4.871,0.103,0.630,3.359,0.705,0.746,0.065,1.048,4.473,3.646,2034.418,9.594,0.343,False
HD 88230_14,HD 88230,K7V,4.871,0.103,0.630,2.550,0.304,0.211,0.037,0.902,3.541,4.866,2034.802,9.959,0.351,True
HD 88230_15,HD 88230,K7V,4.871,0.103,0.630,2.647,0.315,0.222,0.153,0.382,3.114,3.964,2034.838,7.863,0.417,True
HD 88230_16,HD 88230,K7V,4.871,0.103,0.630,0.844,0.817,0.930,0.139,1.057,0.347,5.543,2034.590,0.536,0.394,False
HD 88230_17,HD 88230,K7V,4.871,0.103,0.630,0.989,1.044,1.344,0.058,1.014,2.188,4.012,2033.822,0.627,0.434,False
HD 88230_18,HD 88230,K7V,4.871,0.103,0.630,0.778,2.968,6.441,0.061,0.925,5.436,3.281,2031.603,0.811,0.359,False
HD 88230_19,HD 88230,K7V,4.871,0.103,0.630,1.461,1.717,2.835,0.108,0.741,0.194,4.478,2032.889,3.172,0.332,False
HD 88230_20,HD 88230,K7V,4.871,0.103,0.630,2.954,1.956,3.447,0.066,1.499,2.491,2.811,2032.172,28.658,0.487,False
HD 88230_21,HD 88230,K7V,4.871,0.103,0.630,0.891,3.843,9.491,0.067,1.029,5.939,2.174,2027.888,0.946,0.356,False
HD 88230_22,HD 88230,K7V,4.871,0.103,0.630,1.327,0.822,0.939,0.077,1.068,0.320,2.938,2034.730,1.754,0.379,False
HD 88230_23,HD 88230,K7V,4.871,0.103,0.630,0.817,0.797,0.896,0.045,0.398,4.711,1.066,2034.894,0.657,0.376,False
HD 88230_24,HD 88230,K7V,4.871,0.103,0.630,0.656,3.395,7.881,0.079,1.055,1.619,5.005,2033.122,0.209,0.313,False
HD 88230_25,HD 88230,K7V,4.871,0.103,0.630,0.685,0.407,0.327,0.043,1.083,5.445,1.638,2034.835,0.277,0.372,True
HD 88230_26,HD 88230,K7V,4.871,0.103,0.630,0.544,2.166,4.017,0.058,0.276,4.688,0.965,2032.970,0.074,0.378,False
HD 88230_27,HD 88230,K7V,4.871,0.103,0.630,3.025,2.305,4.409,0.051,1.103,5.565,1.548,2032.431,4.588,0.493,False
HD 88230_28,HD 88230,K7V,4.871,0.103,0.630,0.991,0.175,0.092,0.025,1.389,1.357,5.291,2034.964,1.945,0.461,False
HD 88230_29,HD 88230,K7V,4.871,0.103,0.630,2.343,1.005,1.269,0.125,1.352,3.338,2.075,2034.001,4.119,0.324,False
HD 88230_30,HD 88230,K7V,4.871,0.103,0.630,1.699,0.323,0.232,0.055,1.475,4.896,4.311,2034.788,5.981,0.353,True
HD 88230_31,HD 88230,K7V,4.871,0.103,0.630,0.681,0.298,0.205,0.052,1.570,1.544,5.381,2034.949,0.218,0.294,True
HD 88230_32,HD 88230,K7V,4.871,0.103,0.630,0.662,0.990,1.241,0.222,1.124,1.450,0.488,2034.086,0.217,0.337,False
HD 88230_33,HD 88230,K7V,4.871,0.103,0.630,2.233,0.499,0.445,0.082,0.693,0.171,4.807,2034.699,8.333,0.383,True
HD 88230_34,HD 88230,K7V,4.871,0.103,0.630,0.773,2.549,5.128,0.020,0.747,6.023,1.933,2032.318,0.483,0.427,False
HD 88230_35,HD 88230,K7V,4.871,0.103,0.630,2.789,3.282,7.492,0.065,1.539,4.461,1.361,2033.588,6.157,0.331,False
HD 88230_36,HD 88230,K7V,4.871,0.103,0.630,0.624,2.590,5.251,0.056,0.964,3.993,4.328,2030.824,0.135,0.334,False
HD 88230_37,HD 88230,K7V,4.871,0.103,0.630,1.687,0.448,0.378,0.070,1.416,4.675,5.716,2034.637,2.721,0.260,True
HD 88230_38,HD 88230,K7V,4.871,0.103,0.630,2.245,0.466,0.400,0.040,0.345,3.340,1.854,2034.711,4.475,0.359,True
HD 88230_39,HD 88230,K7V,4.871,0.103,0.630,0.734,0.425,0.349,0.038,1.403,2.992,3.574,2034.680,0.304,0.314,True
HD 88230_40,HD 88230,K7V,4.871,0.103,0.630,0.789,0.222,0.132,0.027,0.894,2.824,1.821,2034.870,1.006,0.341,False
HD 88230_41,HD 88230,K7V,4.871,0.103,0.630,3.132,3.545,8.408,0.098,1.238,4.024,3.483,2032.040,20.655,0.278,False
HD 88230_42,HD 88230,K7V,4.871,0.103,0.630,0.773,0.793,0.889,0.015,0.874,1.266,3.907,2034.433,0.447,0.323,False
HD 88230_43,HD 88230,K7V,4.871,0.103,0.630,1.042,0.367,0.280,0.107,1.146,5.580,3.835,2034.867,1.529,0.362,True
HD 88230_44,HD 88230,K7V,4.871,0.103,0.630,1.047,2.868,6.119,0.036,0.708,5.100,3.918,2028.963,1.188,0.279,False
HD 88230_45,HD 88230,K7V,4.871,0.103,0.630,0.757,0.784,0.875,0.104,1.338,2.196,0.849,2034.918,0.236,0.294,False
HD 88230_46,HD 88230,K7V,4.871,0.103,0.630,2.068,0.110,0.046,0.098,0.438,3.636,4.358,2034.981,11.951,0.409,False
HD 88230_47,HD 88230,K7V,4.871,0.103,0.630,2.050,0.261,0.168,0.091,1.047,0.886,4.240,2034.853,8.402,0.473,False
HD 90839_0,HD 90839,F8V,12.945,1.605,1.180,2.666,1.268,1.314,0.093,0.195,0.555,0.201,2034.798,7.798,0.303,True
HD 90839_1,HD 90839,F8V,12.945,1.605,1.180,0.504,1.896,2.403,0.034,1.528,4.236,3.860,2033.223,0.056,0.312,True
HD 90839_2,HD 90839,F8V,12.945,1.605,1.180,0.666,0.501,0.327,0.103,1.110,2.135,2.348,2034.975,0.230,0.459,False
HD 90839_3,HD 90839,F8V,12.945,1.605,1.180,2.731,0.144,0.050,0.058,0.992,0.448,4.092,2034.963,6.607,0.512,False
HD 90839_4,HD 90839,F8V,12.945,1.605,1.180,1.307,0.449,0.277,0.141,1.424,2.986,0.683,2034.765,3.577,0.308,False
HD 90839_5,HD 90839,F8V,12.945,1.605,1.180,0.634,1.183,1.184,0.117,1.228,4.736,0.087,2034.440,0.189,0.349,True
HD 90839_6,HD 90839,F8V,12.945,1.605,1.180,0.694,1.021,0.950,0.073,0.157,1.791,1.560,2034.516,0.223,0.384,False
HD 90839_7,HD 90839,F8V,12.945,1.605,1.180,1.627,0.350,0.190,0.083,1.555,2.105,2.869,2034.941,11.138,0.150,False
HD 90839_8,HD 90839,F8V,12.945,1.605,1.180,1.858,3.359,5.667,0.032,1.101,5.314,2.476,2029.506,2.536,0.453,False
HD 90839_9,HD 90839,F8V,12.945,1.605,1.180,1.442,4.206,7.940,0.071,0.569,3.268,5.091,2029.179,3.133,0.318,False
HD 90839_10,HD 90839,F8V,12.945,1.605,1.180,3.052,0.400,0.233,0.066,1.241,5.295,2.374,2034.914,4.456,0.355,False
HD 90839_11,HD 90839,F8V,12.945,1.605,1.180,1.175,4.241,8.039,0.059,1.070,2.805,3.333,2033.595,1.986,0.406,False
HD 90839_12,HD 90839,F8V,12.945,1.605,1.180,0.823,0.117,0.037,0.068,0.210,5.988,3.729,2034.992,1.084,0.389,False
HD 90839_13,HD 90839,F8V,12.945,1.605,1.180,1.138,4.199,7.921,0.176,1.076,4.089,0.137,2031.325,1.504,0.348,False
HD 90839_14,HD 90839,F8V,12.945,1.605,1.180,0.916,4.444,8.625,0.033,1.439,0.728,3.237,2026.871,1.549,0.360,False
HD 90839_15,HD 90839,F8V,12.945,1.605,1.180,0.721,0.111,0.034,0.026,1.519,5.561,2.167,2034.975,0.249,0.298,False
HD 90839_16,HD 90839,F8V,12.945,1.605,1.180,0.534,2.901,4.549,0.067,0.332,3.074,2.647,2034.021,0.171,0.355,False
HD 90839_17,HD 90839,F8V,12.945,1.605,1.180,0.903,4.615,9.127,0.055,1.302,0.890,0.630,2027.155,0.856,0.354,False
HD 90839_18,HD 90839,F8V,12.945,1.605,1.180,1.807,4.031,7.450,0.088,1.042,0.959,4.919,2032.182,5.858,0.379,False
HD 90839_19,HD 90839,F8V,12.945,1.605,1.180,0.510,4.620,9.141,0.046,1.480,4.320,5.921,2027.214,0.058,0.339,False
HD 90839_20,HD 90839,F8V,12.945,1.605,1.180,1.060,1.617,1.893,0.120,1.133,0.298,0.140,2034.542,3.729,0.391,True
HD 90839_21,HD 90839,F8V,12.945,1.605,1.180,1.576,0.188,0.075,0.111,0.376,1.801,3.779,2034.954,4.742,0.418,False
HD 90839_22,HD 90839,F8V,12.945,1.605,1.180,1.473,3.560,6.184,0.039,1.044,0.878,4.799,2029.269,2.268,0.375,False
HD 90839_23,HD 90839,F8V,12.945,1.605,1.180,2.071,1.953,2.513,0.032,0.241,2.771,1.789,2034.352,8.978,0.385,True
HD 90839_24,HD 90839,F8V,12.945,1.605,1.180,2.226,1.958,2.523,0.092,1.309,2.603,4.948,2033.252,4.475,0.370,True
HD 90839_25,HD 90839,F8V,12.945,1.605,1.180,1.808,1.034,0.968,0.016,1.042,3.279,3.973,2034.045,7.002,0.367,True
HD 90839_26,HD 90839,F8V,12.945,1.605,1.180,0.586,1.727,2.089,0.048,0.536,1.757,5.838,2034.685,0.129,0.331,True
HD 95128_0,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.209,4.102,8.030,0.106,0.701,4.118,5.460,2032.884,8.794,0.383,False
HD 95128_1,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.942,0.204,0.089,0.006,1.051,0.591,0.229,2034.917,9.714,0.362,False
HD 95128_2,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.462,4.692,9.825,0.038,0.405,5.968,3.495,2033.868,1.193,0.472,False
HD 95128_3,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.803,2.857,4.668,0.134,1.538,4.703,1.359,2032.368,3.082,0.446,False
HD 95128_4,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.815,0.202,0.088,0.096,1.504,5.506,5.406,2034.937,2.240,0.386,False
HD 95128_5,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,3.343,2.129,3.003,0.093,1.156,0.857,4.074,2034.823,10.337,0.150,False
HD 95128_6,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.886,0.130,0.045,0.072,1.490,2.012,2.640,2034.973,0.693,0.329,False
HD 95128_7,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.648,2.858,4.670,0.095,1.305,2.314,1.182,2031.190,0.222,0.311,False
HD 95128_8,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.233,3.065,5.186,0.039,0.167,3.375,2.130,2034.650,1.739,0.427,False
HD 95128_9,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.267,1.829,2.392,0.076,1.360,1.865,4.422,2033.775,1.402,0.380,True
HD 95128_10,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.665,3.502,6.334,0.057,1.371,0.381,1.284,2033.362,0.288,0.391,False
HD 95128_11,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.481,0.209,0.092,0.054,0.960,2.318,0.588,2034.939,2.044,0.280,False
HD 95128_12,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.507,0.560,0.405,0.089,1.050,1.599,5.580,2034.952,0.117,0.413,False
HD 95128_13,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.881,0.989,0.952,0.046,0.952,2.425,4.802,2034.108,13.366,0.258,True
HD 95128_14,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.773,0.139,0.050,0.084,1.185,1.238,1.255,2034.955,0.651,0.390,False
HD 95128_15,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.528,1.119,1.144,0.062,0.597,1.646,1.837,2034.787,0.121,0.311,True
HD 95128_16,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.591,0.533,0.376,0.192,1.432,3.939,6.108,2034.878,0.167,0.343,False
HD 95128_17,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.741,0.913,0.843,0.045,1.128,2.439,4.450,2034.504,0.251,0.380,False
HD 95128_18,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.786,1.030,1.010,0.023,0.810,2.170,3.836,2034.275,0.252,0.370,True
HD 95128_19,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.522,3.682,6.831,0.128,0.519,3.355,1.933,2031.976,0.084,0.352,False
HD 95128_20,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.793,0.546,0.390,0.159,1.192,4.850,1.879,2034.939,0.510,0.362,False
HD 95128_21,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.683,3.800,7.161,0.091,0.967,2.380,0.248,2034.254,0.135,0.354,False
HD 95128_22,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.948,1.033,1.015,0.019,1.502,3.691,4.577,2033.985,0.856,0.375,True
HD 95128_23,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.959,0.704,0.571,0.012,1.400,6.071,0.271,2034.740,4.311,0.441,False
HD 95128_24,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.882,1.345,1.508,0.028,1.502,3.280,0.031,2033.685,1.071,0.239,True
HD 95128_25,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.865,1.003,0.970,0.126,0.756,5.716,4.584,2034.532,0.762,0.355,False
HD 95128_26,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.574,0.514,0.356,0.162,1.279,4.987,5.962,2034.672,0.080,0.376,False
HD 95128_27,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.516,1.346,1.509,0.034,0.762,0.369,4.753,2034.868,0.145,0.382,True
HD 95128_28,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.693,0.293,0.154,0.036,1.504,2.696,2.963,2034.982,0.276,0.348,False
HD 95128_29,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.986,0.778,0.663,0.040,0.531,4.388,3.054,2034.383,2.515,0.279,False
HD 95128_30,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,3.328,1.641,2.033,0.120,0.582,6.200,2.740,2033.074,5.715,0.383,True
HD 95128_31,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.886,0.987,0.947,0.085,1.482,2.880,2.040,2034.702,19.012,0.156,False
HD 95128_32,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.198,3.247,5.657,0.083,1.547,0.583,3.278,2032.991,1.882,0.453,False
HD 95128_33,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.263,0.512,0.354,0.008,1.514,3.531,2.709,2034.840,4.258,0.290,False
HD 95128_34,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.844,4.463,9.115,0.067,0.548,0.795,3.758,2031.207,1.040,0.410,False
HD 95128_35,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.059,2.960,4.923,0.071,1.334,4.722,5.643,2034.064,6.056,0.351,False
HD 95128_36,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.020,4.443,9.054,0.045,0.990,3.190,6.252,2026.866,3.744,0.364,False
HD 95128_37,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.395,3.356,5.943,0.019,1.130,4.545,0.495,2033.495,4.588,0.314,False
HD 95128_38,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.681,0.277,0.141,0.089,0.651,5.462,2.417,2034.901,7.119,0.350,False
HD 95128_39,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,1.050,1.453,1.693,0.087,1.060,3.952,1.135,2034.886,1.102,0.432,True
HD 95128_40,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.029,0.326,0.180,0.052,1.046,3.848,2.212,2034.993,7.237,0.396,False
HD 95128_41,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,2.207,3.205,5.546,0.115,0.148,4.741,1.806,2031.374,6.662,0.454,False
HD 95128_42,HD 95128,G1.5IV-V Fe-1,13.887,1.577,1.070,0.835,1.734,2.208,0.111,1.420,5.293,1.097,2034.252,0.640,0.426,True
HD 95735_0,HD 95735,M2V,2.546,0.020,0.440,1.324,1.588,3.017,0.029,0.976,0.078,0.482,2032.334,2.079,0.389,False
HD 95735_1,HD 95735,M2V,2.546,0.020,0.440,0.819,1.876,3.872,0.068,1.221,3.203,1.223,2032.978,0.467,0.454,False
HD 95735_2,HD 95735,M2V,2.546,0.020,0.440,0.868,1.520,2.826,0.068,1.278,3.187,0.024,2033.439,0.577,0.389,False
HD 95735_3,HD 95735,M2V,2.546,0.020,0.440,2.909,2.231,5.022,0.096,1.327,2.746,2.798,2033.937,11.184,0.177,False
HD 95735_4,HD 95735,M2V,2.546,0.020,0.440,1.701,1.450,2.634,0.054,1.488,2.135,2.101,2032.842,5.067,0.408,False
HD 95735_5,HD 95735,M2V,2.546,0.020,0.440,3.206,1.119,1.784,0.090,1.051,1.570,1.043,2034.111,6.157,0.352,False
HD 95735_6,HD 95735,M2V,2.546,0.020,0.440,1.017,1.375,2.432,0.101,0.478,3.315,2.834,2034.918,1.163,0.370,False
HD 95735_7,HD 95735,M2V,2.546,0.020,0.440,1.277,0.159,0.095,0.094,0.889,2.358,2.528,2034.935,1.568,0.332,True
HD 95735_8,HD 95735,M2V,2.546,0.020,0.440,1.160,0.411,0.398,0.049,1.023,6.094,4.823,2034.622,1.264,0.416,False
HD 95735_9,HD 95735,M2V,2.546,0.020,0.440,0.591,1.084,1.700,0.099,1.128,1.087,5.612,2033.590,0.163,0.308,False
HD 95735_10,HD 95735,M2V,2.546,0.020,0.440,0.736,2.700,6.687,0.095,1.088,2.009,4.100,2033.146,0.411,0.406,False
HD 95735_11,HD 95735,M2V,2.546,0.020,0.440,1.253,1.684,3.294,0.054,1.360,1.847,0.782,2034.824,5.173,0.357,False
HD 95735_12,HD 95735,M2V,2.546,0.020,0.440,0.553,0.147,0.085,0.045,0.604,3.414,1.856,2034.920,0.120,0.426,True
HD 95735_13,HD 95735,M2V,2.546,0.020,0.440,2.906,1.321,2.288,0.053,1.371,3.137,5.739,2032.856,13.147,0.453,False
HD 95735_14,HD 95735,M2V,2.546,0.020,0.440,0.607,0.320,0.273,0.036,0.772,4.045,0.558,2034.854,0.162,0.405,False
HD 95735_15,HD 95735,M2V,2.546,0.020,0.440,0.688,1.943,4.082,0.078,0.708,5.969,2.556,2032.378,0.388,0.458,False
HD 95735_16,HD 95735,M2V,2.546,0.020,0.440,2.022,2.435,5.727,0.074,0.958,1.792,5.922,2032.351,3.239,0.404,False
